user_id,isbn,rating,book_title,book_author,year_of_publication
125333,0973047305,7,Slide,Matteson,2002.0
274308,0440201357,0,Brief Encounter,Helen Mittermeyer,1988.0
65665,0679441891,0,Our Game: A Novel,John Le Carre,1995.0
227538,0002217422,0,The spoilers,Desmond Bagley,1969.0
170518,0553344439,0,The Halloween Ball (Bantam New Fiction (Paperback)),James Howard Kunstler,1987.0
278418,030712391X,0,Disney's Beauty and the Beast Word Book (Golden Sturdy Shape Books),Barbara Bazaldua,1992.0
223733,0743418204,0,In Her Shoes : A Novel,Jennifer Weiner,2003.0
250709,0425142884,5,Silent Thunder,Peter Tasker,1994.0
31415,0812520076,6,Dark Seeker,K.W. Jeter,1987.0
170634,0316139815,0,Soccer Halfback (Matt Christopher Sports Classics),Matthew F Christopher,1985.0
196858,1592280560,0,Classic Ghost Stories: Eighteen Spine-Chilling Tales of Terror and the Supernatural,Bill Bowers,2003.0
35859,0373262671,0,"Time Lapse (Worldwide Library Mystery , No 267)",Janice Law,1998.0
180759,0671011464,8,The Heart of a Thirsty Woman,Lana Witt,2000.0
240567,067169071X,5,EVERYTHING SHE EVER WANTED,Ann Rule,1993.0
183046,0140025685,0,Lord Emsworth and Others,P.G. Wodehouse,1975.0
81560,0345369351,7,Sorceress of Darshiva (Malloreon (Paperback Random House)),David Eddings,1990.0
78973,0809232669,9,She Started It!,Rick  Kirkman,1995.0
275970,0399149864,0,Pattern Recognition,William Gibson,2003.0
81045,0743213696,0,Chances of a Lifetime,Warren Christopher,2001.0
35859,0345419634,0,"The Tale of the Body Thief (Rice, Anne, Vampire Chronicles, Bk. 4.)",Anne Rice,1992.0
85426,0679435204,0,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1994.0
33022,059518782X,9,Waiting for the Morning: A Mother and Daughter's Journey Through Alzheimer's Disease,Brenda Parris Sibley,2001.0
173267,8871180534,7,Fucking matura: Il giorno dell'esame (Prima scelta),Paola Mordiglia,1998.0
56399,0595209238,10,Academic Murder,Dorsey Fiske,2001.0
238781,0440404193,10,"Are You There God?  It's Me, Margaret",JUDY BLUME,1971.0
129358,0373167857,0,"Last Stubborn Cowboy (4 Tots For 4 Texans) (Harlequin American Romance, 785)",Judy Christenberry,1999.0
251613,1568490593,0,Journey in the Dark,Marin Flavin,1991.0
116599,0373709455,0,"Obsession (Superromance, 945)",Peter David,2000.0
129444,0898158591,0,"How to Find Your Mission in Life, Gift Edition",Richard Nelson Bolles,2001.0
43698,1852423072,8,Bad Sex,Jo Hoyland,1994.0
123215,0393009424,0,On Lies Secrets & Silence (Paper),Adrienne Rich,1980.0
59390,0446610038,0,1st to Die: A Novel,James Patterson,2002.0
276975,3499221489,0,Heimkehr.,Rosamunde Pilcher,1997.0
7346,0312282990,0,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2001.0
212898,044041184X,0,The Broken Blade (Fiction),William Durbin,1998.0
42458,0312980140,9,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002.0
257802,0440224705,8,Hard Time (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,2000.0
161041,0863155243,7,Christ Legends,Selma Ottilia Lagerloef,2000.0
229444,0385291795,5,Yonnondio: From the Thirties,Tillie Olsen,1979.0
131046,0671571915,0,Loving Rescue,Dixie Browning,1982.0
258534,0425182878,8,Chosen Prey,John Sandford,2004.0
27812,0679738568,10,Woman Hollering Creek and Other Stories (Vintage Contemporaries),Sandra Cisneros,1992.0
199898,3499223082,9,Das Todesjahr des Ricardo Reis.,Jose Saramago,1997.0
135006,0452275954,8,"Dumb, Dumber, Dumbest: True News of the World's Least Competent People",John J. Kohut,1996.0
244349,055324700X,0,The English Lady,William Harrington,1985.0
236625,0842329285,0,The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000.0
5609,0515111341,0,The Last Laugh (A Garth Ryland Mystery),John R. Riggs,1993.0
82123,0679720227,0,The Fall (Vintage International),ALBERT CAMUS,1991.0
264321,0373834403,0,Mistletoe Magic (Harlequin Promo),Betty Neels,2000.0
171118,0312171838,0,Bachelor Brothers' Bed & Breakfast,Bill Richardson,1997.0
49109,0875423248,0,Modern Magick: Eleven Lessons in the High Magickal Arts (Llewellyn's High Magick),Donald Michael Kraig,1988.0
15602,0312422156,0,Middlesex: A Novel,Jeffrey Eugenides,2003.0
224809,0385309139,8,Rearview Mirror,Ellen Feldman,1996.0
39773,0345339681,0,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986.0
182085,0373289707,0,"Reckless (Harlequin Historical Romances, No 370)",Beth Henderson,1997.0
143103,3404147154,9,Die VerschwÃ?Â¶rung.,David Baldacci,2002.0
251097,0836270061,8,"Magic Eye, Vol. 1",N.E. Thing Enterprises,1993.0
275573,3379015180,10,Schlafes Bruder,Robert Schneider,1994.0
39106,3453870883,8,Airport,Arthur Hailey,2003.0
186547,0345291328,0,Ordinary People,Guest,1980.0
126149,0525938990,0,"Conceived With Malice/Literature As Revenge in the Lives and Works of Virginia and Leonard Woolf, D.H. Lawrence, Djuna Barnes, and Henry Miller",Louise A. Desalvo,1994.0
249894,0425042588,0,Pursuit,Robert L. Fish,1979.0
116599,0373079281,0,"Tough Guy And The Toddler  (Men In Blue) (Silhouette Intimate Moments, 928)",Diane Pershing,1999.0
55492,0451168364,0,Nectar in a Sieve,Kamala Markandaya,1998.0
86049,0743224221,0,"Buck Up, Suck Up . . . and Come Back When You Foul Up : 12 Winning Secrets from the War Room",James Carville,2001.0
183995,0440214041,0,The Pelican Brief,John Grisham,1993.0
141819,0689311737,0,Catlore: Tales from Around the World,Marjorie Zaum,1985.0
18167,0875961010,0,Bicycling Magazine's Bicycle Commuting Made Easy,Editors of Bicycling Magazine,1992.0
143103,3426621029,0,Denn alle Sicherheit ist trÃ?Â¼gerisch.,Susan Sloan,2002.0
76818,0684852160,0,DINING WITH THE DUCHESS : Making Everyday Meals a Special Occasion,Sarah Ferguson,1999.0
189334,0373870779,0,One Special Christmas (Love Inspired (Numbered)),Irene Hannon,1999.0
125039,0399144412,0,The Reef,Nora Roberts,1998.0
235842,0831756055,0,Little Mermaid,Walt Disney Staff,1989.0
141491,0399143696,0,Then Came Heaven,LaVyrle Spencer,1997.0
217740,0399103422,5,The Godfather,Mario Puzo,1969.0
128835,0449227545,0,The Hammer of Eden: A Novel,Ken Follett,1999.0
6563,0316780375,0,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998.0
267346,0373291647,9,"Marshal And Mrs. O'Malley (Harlequin Historical Series, No 564)",Julianne Maclean,2001.0
236580,0060537841,0,Joe and Me : An Education in Fishing and Friendship,James Prosek,2003.0
230030,0688171621,0,Naked Pictures of Famous People,Jon Stewart,1999.0
120452,3442424763,5,Tochter der Kelten.,Joan Wolf,1998.0
278524,0590108433,0,"The Great Ice Battle (Secrets of Droon, 5)",Tony Abbott,1999.0
158295,0449004422,7,The Mother's Day Murder (Not-to-Miss Series),Lee Harris,2000.0
170415,0892964197,0,Potters Field (Brother Cadfael Mysteries (Hardcover)),Ellis Peters,1990.0
197866,1555612326,8,Your Baby's First Year Week by Week,Glade B. Curtis,2000.0
28591,0373618891,7,Stony Man V (Don Pendleton's Mack Bolan),Don Pendleton,1992.0
147965,0425167313,0,Here on Earth,Alice Hoffman,1998.0
89551,0385750706,0,Stormchaser (Edge Chronicles),PAUL STEWART,2004.0
241548,0345377591,0,"The Seeress of Kell (The Malloreon, Book 5)",David Eddings,1995.0
123981,0312950853,0,The Nanny Murder Trial (St. Martin's True Crime Library),Don Davis,1993.0
143968,067973449X,8,Dead Babies,Martin Amis,1991.0
102967,0445403470,0,The Hermit of Eyton Forest: The Fourteenth Chronicle of Brother Cadfael,Ellis Peters,1989.0
11676,037570633X,10,The Tiny One (Vintage Contemporaries),Eliza Minot,2000.0
76932,0785283137,7,Dr. Kenneth H. Cooper's Antioxidant Revolution,"Kenneth H., M.D. Cooper",1994.0
49889,0451149939,6,Miss Fiona's Fancy (Signet Regency Romance),Marion Chesney,1987.0
194519,0345425707,0,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998.0
261740,0933989016,8,Ways of Yoga,Gurani Anjali,1993.0
64170,0805063889,5,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001.0
178056,0743437993,0,South of Reason : A Novel,Cindy Eppes,2002.0
107951,0395515629,7,"Treason of Isengard (The History of The Lord of the Rings, Part Two) (The History of Middle-Earth - Volume 7)",J.R.R. Tolkien,1989.0
254899,0515113328,0,The Cat Who Went into the Closet,Lilian Jackson Braun,1995.0
69232,0446606812,0,Message in a Bottle,Nicholas Sparks,1999.0
153621,8433966332,0,El Sobrino de Wittgenstein,Thomas Bernhard,1999.0
135149,0671570099,0,Where Mountains Wait,Fran Wilson,1980.0
89602,0140130209,5,The Whiteness of Bones (Contemporary American Fiction),Susanna Moore,1990.0
106423,0375726403,10,Empire Falls,Richard Russo,2002.0
43842,0671732811,0,NIGHT BOAT,Robert McCammon,1988.0
86401,9681312473,8,CrÃ³nica de una muerte anunciada,Gabriel Gracia Marquez,1999.0
35859,0449210928,0,Texas,James A. Michener,1994.0
48249,0740704818,0,The Blue Day Book,Bradley Trevor Greive,2000.0
238526,0439095522,0,Paul Revere (In Their Own Words),George Sullivan,2000.0
122037,0446310786,0,To Kill a Mockingbird,Harper Lee,1988.0
37293,0425107469,9,Watchers,Dean R. Koontz,1996.0
234623,0553561782,0,The Trail to Seven Pines,Louis L'Amour,1993.0
113062,0395869463,0,The Bookshop : A Novel,Penelope Fitzgerald,1997.0
85093,039914739X,0,Isle of Dogs,Patricia Daniels Cornwell,2001.0
130554,0807554197,6,"The Mystery of the Hot Air Balloon (Boxcar Children Mysteries, 47)",Gertrude Chandler Warner,1995.0
164323,0440194784,0,Welcome to the Monkey House,Kurt Vonnegut,1991.0
148712,0399146431,0,The Bonesetter's Daughter,Amy Tan,2001.0
144062,031242227X,8,Running with Scissors: A Memoir,Augusten Burroughs,2003.0
13273,0312289162,0,The Persia Cafe,Melany Neilson,2002.0
28666,0821774557,0,A Touch of Charm (Three Grace),Karen Fox,2003.0
250936,0684192640,0,Friends in High Places,Michael Hendricks,1990.0
142524,0425173607,0,A Rant of Ravens (Birdwatcher's Mystery),Christine Goff,2000.0
198711,0915396025,0,The muffin muncher,Stephen Cosgrove,1974.0
11676,0825436060,10,The Heirloom,Colleen Reece,2002.0
11501,3492229697,7,Auf der Suche nach Marie.,Madeleine Bourdouxhe,2000.0
206979,0708932916,0,Bitter Herbs,Natasha Cooper,1995.0
66680,0446341894,0,Rage of Angels,Sidney Sheldon,1985.0
62844,0679741666,6,A Lesson Before Dying (Vintage Contemporaries),Ernest J. Gaines,1994.0
195904,0895871424,6,The Ld Child and Adhd Child: Ways Parents and Professionals Can Help,Suzanne H. Stevens,1996.0
226393,0385170602,8,The Indian in the Cupboard,Brock Cole,1920.0
69697,0553585681,0,Always a Thief,Kay Hooper,2003.0
101304,0316155306,10,The Narrows: A Novel,Michael Connelly,2004.0
228681,0446607827,0,Superstition,David Ambrose,1999.0
199391,034540288X,8,The Lost World,Michael Crichton,1996.0
159732,0961855053,8,Nutritional Influences on Illness: A Sourcebook of Clinical Research,Melvyn R. Werbach,1996.0
31050,0553576038,0,Thursday's Child,Sandra Brown,2002.0
226393,0679439382,0,The Little Friend,Donna Tartt,2002.0
205919,0192833383,0,The Moonstone (Oxford World's Classics),Wilkie Collins,1999.0
167678,1561451010,0,Out to Pasture: But Not over the Hill (But Not Over the Hill),Effie Leland Wilder,1995.0
196502,0590431862,0,Magic of the Black Mirror,Ruth Chew,1996.0
227705,0451410602,0,Death's Door,Michael Slade,2002.0
35857,0671522817,0,Braveheart,Randall Wallace,1995.0
252873,0590251589,8,"The Truth About Stacey (Baby-Sitters Club, 3)",Ann M. Martin,1995.0
251692,3423072571,8,Insel der blauen Delphine. ( Lese- Abenteuer).,Scott ODell,2003.0
98861,0201489392,5,A Year in the Maine Woods,Bernd Heinrich,1995.0
91266,0451198506,0,The Countess,Catherine Coulter,1999.0
146321,0312926286,0,Blue Bedroom and Other Stories,Rosamunde Pilcher,1996.0
120598,0553580388,7,The Patient,Michael Palmer,2001.0
274111,8817111813,0,Lupo Alberto: Nuevas novelas (Biblioteca universale Rizzoli),Silver,1993.0
180860,0440201705,7,Heaven and Hell,JOHN JAKES,1988.0
177349,0373092474,0,"All The Possibilitie (Silhouette Special Edition, No 247)",Nora Roberts,1985.0
228826,0345407407,8,Traveling With the Dead,Barbara Hambly,1996.0
98391,0451411528,10,You Slay Me,Katie Macalister,2004.0
229173,0590431978,0,Scary Stories to Tell In the Dark,Alvin Schwartz,1994.0
217036,3150065402,8,Angst,Stefan Zweig,1998.0
198711,0816710376,0,Summer Fun,Carolyn Haywood,1987.0
174151,1888306149,7,Miserly Moms : Living on One Income in a Two Income Economy,Jonni McCoy,1996.0
35931,0446518581,3,Border Music,Robert James Waller,1995.0
106225,0399149295,0,Blood Orchid (Holly Barker Novels (Hardcover)),Stuart Woods,2002.0
212898,0440134382,0,Happiness Is a Warm Corpse,Alfred Hitchcock,1979.0
131402,0440226430,0,Summer Sisters,Judy Blume,1999.0
231210,039473632X,0,"Changing Bodies, Changing Lives: A Book for Teens on Sex and Relationships",Ruth Bell,1981.0
191914,0385492081,0,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998.0
114368,0373218486,10,Going Home: Unfinished Business/ Island of Flowers/ Mind Over Matter,Nora Roberts,2002.0
211460,0505522551,0,The Last Viking (Viking),Sandra Hill,1998.0
29855,0399134980,0,The Bad Place,Dean R. Koontz,1990.0
236283,0399148132,0,Three Complete Novels: The Cat Who Tailed a Thief/the Cat Who Sang for the Birds/the Cat Who Saw Stars,Lilian Jackson Braun,2002.0
248718,0345381017,9,Bride of the Rat God,Barbara Hambly,1994.0
244737,0525940456,0,Zombie,Joyce Carol Oates,1995.0
12538,0060915544,9,The Bean Trees,Barbara Kingsolver,1989.0
227447,0439376122,9,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2 : Revenge of the Ridiculous Robo-boogers (Captain Underpants)",Dav Pilkey,2003.0
262399,0439130352,0,"One Day You'll Know (Heartland, 6)",Lauren Brooke,2001.0
199390,0688084915,6,Nothing Lasts Forever,Sidney Sheldon,1994.0
143163,0809238209,10,101 Ways to Be a Special Dad,Vicki  Lansky,1993.0
30276,0821762036,8,Enticed (Zebra Splendor Historical Romances),Sara Blayne,1999.0
24462,8495501759,0,Todos Los Nombres,Jose Saramago,2002.0
268751,0399129669,0,Mindbend,Robin Cook,1985.0
174304,0453030580,5,Disney's Aladdin (Disney Classic Series),Walt Disney,1992.0
207246,0962623180,0,Active Woman Vacation Guide: Terrific New Vacations for Today's Families (BPP Travel Resource Guide),Evelyn Kaye,1997.0
32773,0448095505,9,"The Double Jinx Mystery (Nancy Drew Mystery Stories, No 50)",Carolyn Keene,1973.0
60244,0140328106,0,Son of a Gun (Puffin Books),Allan Alhberg,1989.0
268032,0553279912,8,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987.0
19866,0767900383,0,Under the Tuscan Sun,Frances Mayes,1997.0
78496,0385424736,8,The Rainmaker,John Grisham,1995.0
227654,0552998486,9,Chocolat,Joanne Harris,2000.0
209516,0679411674,0,Jazz,TONI MORRISON,1992.0
218249,0871312875,0,Second Sight: A Miraculous Story of Vision Regained,"Charlotte, Sanford",1979.0
35859,0380816857,0,Cold Company : An Alaska Mystery (Alaska Mysteries (Paperback)),Sue Henry,2003.0
198711,0380806304,0,Surrender to Love (Avon Historical Romance),Rosemary Rogers,1982.0
263460,0486214370,0,The Blue Fairy Book,Andrew Lang,1965.0
79754,0590520806,0,"The Fight for Truth (Star Wars: Jedi Apprentice, Book 9)",Jude Watson,2000.0
260067,0523415575,0,"Dying Space (Destroyer Series, No. 47)",Warren Murphy,1982.0
47609,0553234811,0,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983.0
56654,0316781266,6,The Last Time They Met : A Novel,Anita Shreve,2002.0
122096,0061099805,0,Swimming to Catalina,Stuart Woods,1998.0
210035,0345406346,8,"Wolf's Bane (Wolves Series , No 5)",Tara K. Harper,1997.0
31826,0895772183,10,"How to Do Just About Anything/a Money-Saving A-To Z Guide to over 1,200 Practical Problems",Reader's Digest,1986.0
193458,1857025695,0,The Hat of Victor Noir,Adrian Matthews,1997.0
100906,0064400069,0,The Long Winter (Little House),Laura Ingalls Wilder,1953.0
235105,0590467565,0,Free Willy: A Novelization,Todd Strasser,1993.0
56804,0312290624,8,"Tom, Dick, and Debbie Harry",Jessica Adams,2002.0
104883,0140133488,9,Crossing to Safety,Wallace Earle Stegner,1991.0
268657,0448095068,0,"The Secret of Red Gate Farm (Nancy Drew Mystery Stories, No 6)",Carolyn Keene,1961.0
204854,0743410181,0,Temptation,Jude Deveraux,2001.0
11676,0684859769,0,Transformation Soup : Healing for the Splendidly Imperfect,Sark,2000.0
78954,0312306326,0,Visions of Sugar Plums,Janet Evanovich,2002.0
169710,0446605239,0,The Notebook,Nicholas Sparks,1998.0
171118,0886779758,7,"The Second Summoning (The Keeper's Chronicles, No 2)",Tanya Huff,2001.0
11676,0399146733,0,"Live Right 4 Your Type: The Individualized Prescription for Maximizing Health, Metabolism, and Vitality in Every Stage of Your Life",Peter J. D'Adamo,2000.0
103013,039952715X,0,"Forget Perfect: Finding Joy, Meaning, and Satisfaction in the Life You'Ve Already Got and the You You Already Are",Lisa Earle,2001.0
16246,014025448X,0,At Home in Mitford (The Mitford Years),Jan Karon,1996.0
206107,0060987561,5,I Know This Much Is True,Wally Lamb,1999.0
48375,0340825537,0,Does My Bum Look Big in This?,Arabella Weir,2002.0
110973,0312950489,0,The Black Echo (Detective Harry Bosch Mysteries),Michael Connelly,1993.0
189516,0553234617,0,Wizard of Earthsea,Ursula K. Le Guin,1984.0
26544,0425115291,0,Silver Tower,Dale Brown,1995.0
109779,0451190572,7,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996.0
269890,1551664852,0,Kiss The Moon,Carla Neggers,1999.0
153662,1551668211,0,Legacy of Lies,JoAnn Ross,2001.0
29974,0441000916,8,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994.0
197882,0312970129,0,If Loving You is Wrong,Gregg Olsen,1999.0
202540,186508400X,8,Follow the Blue,Brigid Lowry,2001.0
38950,0679735771,8,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000.0
184365,0345384466,0,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993.0
177040,0425171493,0,Framed in Lace (Needlecraft Mysteries),Monica Ferris,1999.0
217375,0307302989,0,Disney's the Hunchback of Notre Dame (Little Golden Books),Justine Korman,1996.0
59172,0373705999,0,"Pirate Moon (Harlequin Superromance, No 70599)",Lin Sutherland,1994.0
264082,037326142X,5,Mom Among The Liars,James Yaffe,1994.0
95156,0071355766,0,"The Quotable Writer: Words of Wisdom from Mark Twain, Aristotle, Oscar Wilde, Robert Frost, Eric Jong, and More",William A. Gordon,2000.0
256167,1885865309,0,Nymph,Francesca Lia Block,2000.0
278356,0517060205,8,The Dictionary of Cliches,James T. Rogers,1991.0
160714,0399145796,3,All Tomorrow's Parties,William Gibson,1999.0
167471,0715398385,9,Beads: Make Your Own Unique Jewelery,Stefany Tomalin,1992.0
140069,0704341549,9,"Walk to the End of the World and Motherlines (The Holdfast Chronicles, Books 1 & 2)",Suzy McKee Charnas,1994.0
142093,0380975009,0,Outlaw Mountain: A Joanna Brady Mystery,J.A. Jance,1999.0
37311,045120915X,0,Rain Fall,Barry Eisler,2003.0
104636,044661257X,0,If Looks Could Kill,Kate White,2003.0
224159,0440206081,0,Mark Twain Murders (Beth Austin Mysteries),Edith Skom,1990.0
39345,0425104060,0,The Sittaford Mystery,Agatha Christie,1995.0
251613,0451160525,7,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994.0
85701,0515137200,0,Blindside,Catherine Coulter,2004.0
30261,0380820293,0,Last Chance Saloon,Marian Keyes,2002.0
75149,0679731725,0,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993.0
148744,0310221595,0,Touched by an Angel,Martha Williamson,1997.0
152483,0156029065,9,Baudolino,Umberto Eco,2003.0
68555,0451180127,0,Laura,Hilary Norman,1995.0
5783,0345380371,0,Rising Sun,MICHAEL CRICHTON,1992.0
81597,0671741195,8,The Cradle Will Fall,Mary Higgins Clark,1991.0
102520,3423781343,5,So lonely.,Per Nilsson,1999.0
236283,0312951647,0,In the Presence of Enemies,William J. Coughlin,1994.0
167800,0515121746,0,Christmas Spirits,Lynn Kurland,1997.0
252222,0671443542,0,Cat's revenge: More than 101 uses for dead people,Philip Lief,1981.0
189835,0385281358,5,James Clavell's the Children's Story but Not Just for Children,James Clavell,1981.0
51627,0345305183,10,On a Pale Horse,Piers Anthony,1984.0
176902,0312858213,0,Queen of Swords,Judith Tarr,1997.0
130636,0380792923,8,Signal to Noise,Eric S. Nylund,1999.0
170771,0553270478,9,The Cherokee Trail,Louis L'Amour,1982.0
250851,0385423721,8,For the Children: Lessons from a Visionary Principal,Madeline Cartwright,1993.0
39396,0582084792,0,Airport,Arthur Hailey,1993.0
235105,1400060931,6,Goat: A Memoir,Brad Land,2004.0
4385,0373288468,0,"Tapestry Of Fate (Harlequin Historical, No 246)",Nina Beaumont,1994.0
182414,0553205587,0,Lord God Made Them All,James Herriot,1982.0
127826,0440236665,0,Lone Eagle,Danielle Steel,2002.0
100668,0553109537,5,A Brief History of Time,S. W. Hawking,1998.0
72379,1558743316,9,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994.0
16231,0380814021,0,The Princess Diaries,Meg Cabot,2001.0
85093,0449221180,8,Native Tongue,Carl Hiaasen,1992.0
109357,0140436081,9,A Tramp Abroad (Penguin Classics),Mark Twain,1997.0
50681,0385486804,8,Into the Wild,Jon Krakauer,1997.0
163307,0393087050,5,An Arranged Marriage.,Inge. Trachtenberg,1975.0
86837,0374517886,7,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer,1983.0
30716,077832012X,0,Decoy,Jasmine Cresswell,2004.0
11676,0449239594,10,Caravans 1,Michener A.,1982.0
227447,0373244223,0,"Abundance Of Babies (Baby Of The Month Club) (Silhouette Special Edition, No. 1422)",Marie Ferrarella,2001.0
201290,0786817984,0,W.I.T.C.H. Chapter Book: The Four Dragons - Book #9 (W.I.T.C.H.),W.i.t.c.h.,2004.0
39281,0345334531,0,Feast of All Saints,Anne Rice,1986.0
66017,1892253011,0,STINZ: A Dog's Life,Donna Barr,1998.0
93047,0380846578,0,More Items from Our Catalog,Alfred Gingold,1983.0
212923,0895773260,0,Reader's Digest Consumer Adviser: An Action Guide to Your Rights,Reader's Digest,1989.0
221445,0316969443,0,Suzanne's Diary for Nicholas,James Patterson,2001.0
266064,0449205436,7,And I Don't Want to Live This Life,Deborah Spungen,1994.0
159834,0891074678,0,Trapped at the bottom of the sea (A Cooper family adventure),Frank E Peretti,1988.0
241980,0446329681,9,Love Killers,Jackie Collins,1982.0
168036,044021145X,0,The Firm,John Grisham,1992.0
35859,0515132489,0,Special Ops (Brotherhood of War),W. E. B. Griffin,2002.0
250988,2844121578,7,Mersonne ne m'aime,Mireille Cardot,2003.0
170518,0671010093,0,One White Rose,Julie Garwood,1997.0
200268,0060090367,8,Watermelon,Marian Keyes,2002.0
199209,0061056928,0,Lords and Ladies,Terry Pratchett,1996.0
36836,0837604117,0,Mary Anne: A Novel,Daphne Du Maurier,1954.0
271681,0061095559,0,Hope,Len Deighton,1996.0
128122,0380816822,10,Born to Be Wild (Avon Light Contemporary Romances),Patti Berg,2001.0
189334,0895776650,10,Help the Animals of North America (A Pop-Up Book),Robert Sabuda,1995.0
274308,0373114893,0,"Fiery Baptism (Harlequin Presents, No 1489)",Lynne Graham,1992.0
278418,037303007X,0,"Blueprint For Love (Harlequin Romance, No 3007)",Mary Higgins Clark,1989.0
24921,074350884X,0,Envy,Sandra Brown,2001.0
33943,2070524558,0,Harry Potter et la chambre des secrets,J. K. Rowling,1999.0
101876,0345361792,10,A Prayer for Owen Meany,John Irving,1990.0
146803,0743469984,0,Department Thirty,David Kent,2003.0
56959,0440215560,0,We All Fall Down,Robert Cormier,1993.0
167349,0446612790,0,2nd Chance,James Patterson,2003.0
104665,0590483498,0,"Night of the Living Dummy II  (Goosebumps, No 31)",R. L. Stine,1995.0
73651,0515128554,5,Heart of the Sea (Irish Trilogy),Nora Roberts,2000.0
227447,0373033338,0,"Sullivan'S Law (Kids & Kisses) (Harlequin Romance, No 3333)",Mary Higgins Clark,1994.0
196160,0671431293,0,WEAPON SHOPS ISHER,A.E. Van Vogt,1980.0
208141,0898799430,10,Fiction Writer's Brainstormer,"James V., Jr. Smith",2000.0
82635,0375707972,8,The Reader,Bernhard Schlink,1999.0
4385,0373169736,0,"Taking Over the Tycoon: The Deveraux Legacy (Harlequin American Romance, No 973)",Cathy Gillen Thacker,2003.0
176932,0446365505,7,Pleading Guilty,Scott Turow,1994.0
269916,0380789019,0,Neverwhere,Neil Gaiman,1998.0
276018,354860028X,0,Regenroman.,Karen Duve,2001.0
36606,0380750872,0,Secret Fire,Johanna Lindsey,1987.0
278311,0316309419,0,Philistines at the Hedgerow: Passion and Property in the Hamptons,Steven Gaines,1998.0
149908,1552090329,0,Snap! Snap! Buzz Buzz (Snappy Sounds),Rich Cowley,2001.0
38590,044022425X,10,Drums of Autumn,DIANA GABALDON,1997.0
45911,0671553046,7,Life Support,Tess Gerritsen,1998.0
266764,0312089015,8,Swift Justice: Murder and Vengeance in a California Town,Harry Farrell,1993.0
98741,0688121942,0,A Woman's Life: The Story of an Ordinary American and Her Extraordinary Generation,Susan Cheever,1994.0
123790,0385315236,0,The Horse Whisperer,Nicholas Evans,1995.0
242261,1852910623,0,Quiet Jungle Angry Sea: My Escapes from the Japanese,Denis Gavin,1990.0
114634,0671577891,8,SHANJI,James C. Glass,1999.0
153662,0449000060,0,The Savage Heart,Diana Palmer,1997.0
178522,0380702665,9,Deep Lie,Stuart Woods,1989.0
212923,038541272X,0,Waltzing in the Attic,P.B. Parris,1990.0
248718,0520062663,8,"Edward I (English Monarch Series, No 7)",Michael Prestwich,1988.0
162052,0764121669,9,Dictionary of Computer and Internet Terms (Barron's Business Dictionaries),Douglas Downing,2003.0
52584,0451210220,0,The First Law,John T. Lescroart,2004.0
79186,0140437509,0,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome,2000.0
210485,0380443880,0,Pulling Our Own Strings: Feminist Humor,Wayne W. Dyer,1979.0
92152,0140075623,10,Stones for Ibarra (Penguin Contemporary American Fiction Series),Harriet Doerr,1988.0
184299,0671672541,0,CORONATION,W.J. Weatherby,1990.0
123981,0553234390,0,Killing Ground,Mary Lee Settle,1994.0
39646,0142000205,0,Icy Sparks,Gwyn Hyman Rubio,2001.0
113277,0373765207,10,Cinderella's Millionaire  (Dynasties:  The Barones),Katherine Garbera,2003.0
181948,0915811332,10,Sacred Journey of the Peaceful Warrior,Dan Millman,1991.0
273979,0060198133,0,Five Quarters of the Orange,Joanne Harris,2001.0
228998,0553578685,0,The Third Victim,LISA GARDNER,2001.0
2030,0394404289,10,The Prophet,Kahlil Gibran,1973.0
204377,0679758666,8,"Life As We Know It: A Father, a Family, and an Exceptional Child",Michael Berube,1998.0
208671,1558502602,0,365 Outdoor Activities You Can Do With Your Child,Steven J. Bennett,1993.0
50321,0451166892,0,The Pillars of the Earth,Ken Follett,1996.0
247278,055356773X,0,The Cereal Murders,Diane Mott Davidson,1994.0
